,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,split_categories
12432,SjS7bdnS3KAkhq5bWut9XQ,Toscanini Grill and Pizza,2200 E Lehigh Ave,Philadelphia,PA,19125,39.9839188,-75.1198871,3.0,9,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False'}","Pizza, Restaurants, Italian, Salad","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}","['Pizza', 'Restaurants', 'Italian', 'Salad']"
13772,LfrCUDzg66jncxLvNxBnlg,Bocconcini,1334 Pine St,Philadelphia,PA,19107,39.9453439,-75.1642327,4.5,163,0,"{'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'OutdoorSeating': 'True', 'HappyHour': 'False', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'very_loud'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'Corkage': 'False', 'HasTV': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True'}","Gluten-Free, Pizza, Venues & Event Spaces, Italian, Restaurants, Event Planning & Services","{'Monday': '0:0-0:0', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-20:30'}","['Gluten-Free', 'Pizza', 'Venues & Event Spaces', 'Italian', 'Restaurants', 'Event Planning & Services']"
13907,Su_KoRa64akK19myzyK3xA,Tre Scalini Ristorante,1915 E Passyunk Ave,Philadelphia,PA,19148,39.9262103,-75.1675231,3.5,159,0,"{'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""'none'"", 'GoodForKids': 'False', 'BYOBCorkage': ""'yes_free'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True'}","Restaurants, Italian","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-21:0'}","['Restaurants', 'Italian']"
13992,hWuLvI5QqPyQ1x9ww0HeRw,Giorgio Pizza on Pine,1334 Pine St,Philadelphia,PA,19107,39.9453439,-75.1642327,2.5,19,0,"{'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True'}","Restaurants, Pizza, Italian","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '12:0-22:0'}","['Restaurants', 'Pizza', 'Italian']"
14659,LlT0_n7AU4C-WBP-I5DkeA,Pizza Hut,9850 Bustleton Ave,Philadelphia,PA,19115,40.093788,-75.0317830592,1.5,18,0,"{'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Caters': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Italian, Chicken Wings, Restaurants, Pizza","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-23:0'}","['Italian', 'Chicken Wings', 'Restaurants', 'Pizza']"
15086,IV9Zoou8edeyGZqaUQ2c7Q,Domino's Pizza,3400 Aramingo Ave,Philadelphia,PA,19134,39.992732,-75.100242,1.5,45,0,"{'NoiseLevel': ""'quiet'"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': 'None', 'BusinessParking': 'None', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True'}","Sandwiches, Restaurants, Pizza, Italian, Chicken Wings","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-1:0'}","['Sandwiches', 'Restaurants', 'Pizza', 'Italian', 'Chicken Wings']"
15603,p1PQZFieSwQVd3PPtuaL8A,Core De Roma,214 South St,Philadelphia,PA,19147,39.9410667419,-75.146232605,4.0,76,0,"{'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False'}","Restaurants, Italian","{'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:30', 'Saturday': '16:0-22:30', 'Sunday': '16:0-21:30'}","['Restaurants', 'Italian']"
16080,PBjjuAkc9QX2UWMc3RWXQQ,Fiorella's Sausage,817 Christian St,Philadelphia,PA,19147,39.938873,-75.156937,5.0,27,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'Caters': 'False'}","Italian, Food, Specialty Food, Restaurants, Meat Shops, Butcher",,"['Italian', 'Food', 'Specialty Food', 'Restaurants', 'Meat Shops', 'Butcher']"
16796,n5TNfoXg1i8wX5R3iY4WUA,Cinder Copper & Lace,1500 Locust St,Philadelphia,PA,19102,39.9482528775,-75.1666254178,3.5,157,0,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'WheelchairAccessible': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'Smoking': ""u'no'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'False'}","Beer, Wine & Spirits, Beer Bar, Pizza, Restaurants, Italian, Nightlife, Bars, Salad, Food, Breakfast & Brunch","{'Monday': '12:0-2:0', 'Tuesday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '12:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}","['Beer', 'Wine & Spirits', 'Beer Bar', 'Pizza', 'Restaurants', 'Italian', 'Nightlife', 'Bars', 'Salad', 'Food', 'Breakfast & Brunch']"
17393,IrJbptQgdCXC4avPQKeChw,Italian Bistro,2500 Welsh Rd,Philadelphia,PA,19152,40.0731939,-75.0352627,2.0,15,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsTakeOut': 'True'}","Italian, Restaurants",,"['Italian', 'Restaurants']"
18310,0lGN91IoLe02MtEu9Xtf1w,Pizza Hut,2310 Passyunk Ave,Philadelphia,PA,19145,39.9225254,-75.1856193,1.5,22,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True'}","Chicken Wings, Pizza, Restaurants, Italian",,"['Chicken Wings', 'Pizza', 'Restaurants', 'Italian']"
18468,21czbreHdJ8DxchFcsAlQA,Barone's How U Doin' Deli & Grocery,1515 W Porter St,Philadelphia,PA,19145,39.9198589,-75.1730406,5.0,11,0,"{'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","Specialty Food, Food, Delis, Grocery, Ethnic Food, Convenience Stores, Italian, Restaurants",,"['Specialty Food', 'Food', 'Delis', 'Grocery', 'Ethnic Food', 'Convenience Stores', 'Italian', 'Restaurants']"
20948,cGHnqrUiSMW8aMJ9mg8e1g,Abbraccio,820 S 47th St,Philadelphia,PA,19143,39.9483438,-75.2167974,2.5,14,0,"{'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'RestaurantsReservations': 'True'}","Italian, Restaurants",,"['Italian', 'Restaurants']"
21322,-MkngKKkTIVfnUbq2S1ucQ,Square Pie,600 Catherine St,Philadelphia,PA,19147,39.9392238093,-75.1529854247,4.5,46,0,"{'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'none'""}","Pizza, Restaurants, Italian","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}","['Pizza', 'Restaurants', 'Italian']"
21732,lOdf3USy1JvVP-1mWjhDSQ,Village Belle,757 S Front St,Philadelphia,PA,19147,39.938329,-75.144405,4.0,68,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '3', 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': True, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True'}","Mediterranean, Italian, Restaurants","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '10:30-15:0'}","['Mediterranean', 'Italian', 'Restaurants']"
22219,u4yZ_V4JA96c5xqJCJbegA,Tietra,1425 Locust St,Philadelphia,PA,19102,39.948595,-75.165898,3.5,32,0,"{'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'HappyHour': 'True'}","Italian, Food, Restaurants, Mediterranean",,"['Italian', 'Food', 'Restaurants', 'Mediterranean']"
22682,fT0lXvUz41XaZbgtSMqTKg,Mangiamo 444,444 N 4th St,Philadelphia,PA,19123,39.9588922,-75.1458732,3.5,51,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'HappyHour': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True'}","Diners, Pizza, Desserts, Italian, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-21:0'}","['Diners', 'Pizza', 'Desserts', 'Italian', 'Restaurants', 'Food']"
23646,F96zZwm8zAMxUB2DvLkmEA,Roberto Cafe,2108 South St,Philadelphia,PA,19146,39.9450538,-75.1773626,3.5,106,0,"{'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'BikeParking': 'True', 'HasTV': 'False', 'Caters': 'True'}","Restaurants, Cafes, Italian","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '14:0-21:0'}","['Restaurants', 'Cafes', 'Italian']"
23843,LNRyU5-qWpJg4F6546a3Dg,Girasole Ristorante,1410 Pine St,Philadelphia,PA,19102,39.9456328,-75.1658061,3.0,75,0,"{'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Italian, Restaurants","{'Monday': '12:0-22:30', 'Tuesday': '12:0-22:30', 'Wednesday': '12:0-22:30', 'Thursday': '12:0-22:30', 'Friday': '12:0-23:30', 'Saturday': '17:0-23:30', 'Sunday': '16:30-22:0'}","['Italian', 'Restaurants']"
23956,8CbJAKgVEALPbYcQTzhkvA,WineO,447 Poplar St,Philadelphia,PA,19123,39.9665,-75.145408,3.0,80,0,"{'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}","Nightlife, Wine Bars, Bars, Italian, Restaurants","{'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-2:0'}","['Nightlife', 'Wine Bars', 'Bars', 'Italian', 'Restaurants']"
