"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","split_categories","price","X","ByAppointmentOnly","BusinessAcceptsCreditCards","BikeParking","RestaurantsPriceRange2","CoatCheck","RestaurantsTakeOut","RestaurantsDelivery","Caters","WiFi","BusinessParking","WheelchairAccessible","HappyHour","OutdoorSeating","HasTV","RestaurantsReservations","DogsAllowed","Alcohol","GoodForKids","RestaurantsAttire","Ambience","RestaurantsTableService","RestaurantsGoodForGroups","DriveThru","NoiseLevel","GoodForMeal","BusinessAcceptsBitcoin","Smoking","Music","GoodForDancing","AcceptsInsurance","BestNights","BYOB","Corkage","BYOBCorkage","HairSpecializesIn","Open24Hours","RestaurantsCounterService","AgesAllowed","DietaryRestrictions"
"101",47207,"3eAGbHu2VFz8dVNC_dO5ow","Lorenzo's Cafe Espresso Ristorante Italiano","4741 Princeton Ave","Philadelphia","PA",19135,40.0273628392,-75.0379283354,4.5,58,1,"{'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'False', 'BusinessAcceptsCreditCards': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'Corkage': 'False', 'BYOB': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False', 'NoiseLevel': ""u'average'""}","Food, Italian, Breakfast & Brunch, Cafes, Coffee & Tea, Salad, Desserts, Restaurants, Sandwiches","{'Tuesday': '16:0-22:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '9:0-13:0'}","['Food', 'Italian', 'Breakfast & Brunch', 'Cafes', 'Coffee & Tea', 'Salad', 'Desserts', 'Restaurants', 'Sandwiches']",2,47207,"","False","False",2,"","True","False","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","False","False","False","False","True","False","'none'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","True","","u'average'","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","","","",NA,"","True","False","",NA,NA,NA,NA,NA
"102",49599,"05ev984NYfimRN0UiFrxaA","Osteria","640 N Broad St","Philadelphia","PA",19130,39.965015,-75.161076,4,877,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BYOBCorkage': ""'no'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'WiFi': ""u'free'"", 'CoatCheck': 'True', 'Caters': 'True', 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'Smoking': ""u'no'"", 'GoodForDancing': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True'}","Nightlife, Restaurants, Italian, Bars, Wine Bars","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '15:0-21:0'}","['Nightlife', 'Restaurants', 'Italian', 'Bars', 'Wine Bars']",3,49599,"False","True","True",3,"True","True","True","True","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","True","True","False","True","","'full_bar'","False","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}","False","u'no'","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}","False",NA,"{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}","","","'no'",NA,NA,NA,NA,NA
"103",50044,"e4MoozYGqe_rb4_ZC1rYMQ","Nook Bakery & Coffee Bar","15 S 20th St","Philadelphia","PA",19103,39.952725,-75.1729016,4.5,304,1,"{'NoiseLevel': ""'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'HasTV': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Event Planning & Services, Venues & Event Spaces, Cupcakes, Coffee Roasteries, Italian, Food, Bakeries, Coffee & Tea, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '8:0-14:0'}","['Event Planning & Services', 'Venues & Event Spaces', 'Cupcakes', 'Coffee Roasteries', 'Italian', 'Food', 'Bakeries', 'Coffee & Tea', 'Restaurants']",1,50044,"","True","True",1,"","True","True","True","u'free'","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","False","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}","False","","","",NA,"","","","",NA,NA,NA,NA,NA
"104",51346,"4Npws3Svn4Al4_bpvTMXZA","PrimoHoagies","6602 Frankford Ave","Philadelphia","PA",19135,40.0309657058,-75.0548242732,2.5,21,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Sandwiches, Delis, Restaurants, Italian","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-20:0'}","['Sandwiches', 'Delis', 'Restaurants', 'Italian']",1,51346,"","True","",1,"","True","True","True","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"105",52172,"sL6fC0P4C-gyL4E5gacUeQ","Lazaro's Pizzeria & Grill","1743 South St","Philadelphia","PA",19146,39.944571,-75.171679,4,368,1,"{'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BYOBCorkage': ""'no'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'WheelchairAccessible': 'True'}","Sandwiches, Restaurants, Pizza, Italian, Salad","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:30'}","['Sandwiches', 'Restaurants', 'Pizza', 'Italian', 'Salad']",1,52172,"","False","True",1,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","None","True","False","False","'none'","True","'casual'","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","False","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","'no'",NA,NA,NA,NA,NA
"106",52932,"erz6oUEJdx787WyOlxMARw","Dante & Luigi's","762 S 10th St","Philadelphia","PA",19147,39.9400687845,-75.1594229629,4,415,1,"{'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'BYOB': 'False', 'RestaurantsTakeOut': 'True'}","Italian, Restaurants","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}","['Italian', 'Restaurants']",2,52932,"","True","True",2,"","True","False","False","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}","","False","False","False","True","False","'full_bar'","False","u'casual'","{'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","True","","u'average'","{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","False","","",NA,NA,NA,NA,NA
"107",52996,"u3aN2A8Lo9odMCYjaphjLA","A Mano","2244 Fairmount Ave","Philadelphia","PA",19130,39.967234393,-75.1753211612,4.5,217,1,"{'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Corkage': 'False', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BYOB': 'True', 'HappyHour': 'False', 'RestaurantsPriceRange2': '3', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'Caters': 'False'}","Restaurants, Italian","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}","['Restaurants', 'Italian']",3,52996,"","True","False",3,"","True","False","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","False","True","False","True","False","u'none'","False","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","True","False","",NA,NA,NA,NA,NA
"108",53452,"sTPueJEwcRDj7ZJmG7okYA","Jim's South St","400 S St","Philadelphia","PA",19147,39.941498,-75.149272,3.5,2736,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'BikeParking': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'False', 'Corkage': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'None', 'Caters': 'True', 'BYOB': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'None'}","Bars, Restaurants, Pizza, Cheesesteaks, Italian, Beer Bar, American (Traditional), Local Flavor, Nightlife, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-0:0'}","['Bars', 'Restaurants', 'Pizza', 'Cheesesteaks', 'Italian', 'Beer Bar', 'American (Traditional)', 'Local Flavor', 'Nightlife', 'Sandwiches']",2,53452,"","False","True",2,"","None","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","None","False","False","","'beer_and_wine'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","False","True","","u'average'","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","",NA,"","False","False","'no'",NA,NA,NA,NA,NA
"109",53996,"MQx5FybfhdY8T989WhTl_g","Sbarro","8000 Essington Ave","Philadelphia","PA",19153,39.895192,-75.227973,3,29,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True'}","Pizza, Restaurants, Italian","{'Monday': '6:30-21:0', 'Tuesday': '6:30-21:0', 'Wednesday': '6:30-21:0', 'Thursday': '6:30-21:0', 'Friday': '6:30-21:0', 'Saturday': '6:30-21:0', 'Sunday': '6:30-21:0'}","['Pizza', 'Restaurants', 'Italian']",1,53996,"","True","False",1,"","True","True","False","u'no'","","","","False","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"110",54875,"H_yVbOCHTEocWeXl6UXkIQ","Toto's Pizzeria","6555 Greene St","Philadelphia","PA",19119,40.043998,-75.190724,3,136,1,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'BikeParking': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}""}","Pizza, Restaurants, Sandwiches, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}","['Pizza', 'Restaurants', 'Sandwiches', 'Italian']",1,54875,"","True","True",1,"","True","True","True","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","False","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
